historic,memorial,artist_name,artist_name:en,artist_name:ru,artwork_type,height,min_height,name,name:de,name:en,name:fa,name:fr,name:hy,name:ml,name:ru,name:tr,start_date,tourism,wikidata,wikipedia,material,wikipedia:fr,wikipedia:hy,wikipedia:ru,amenity,man_made,wikimedia_commons,author,architect,year,statue,subject:wikidata,subject:wikipedia,check_date,fountain,access,addr:city,addr:country,addr:housename,addr:housenumber,addr:postcode,addr:street,email,fax,fee,name:ca,opening_hours,phone,website,memorial:subject:ru,name:ja,name:simple,contact:facebook,contact:linkedin,contact:twitter,contact:youtube,facebook,name:uk,wheelchair,contact:instagram,inscription,inscription:hy,inscription:ru,contact:email,contact:website,alt_name:en,charge,name:pl,artist_name:hy,memorial:conflict,operator,operator:en,operator:hy,operator:ref,price,wikipedia:en,seasonal,bottle,stele,war_memorial,drinking_water,zoo,material:wikidata,capacity,fixme,museum,was:amenity,contact:phone,layer,disused:amenity,payment:american_express,payment:mastercard,payment:visa,note,internet_access,description,addr:city:en,addr:street:en,alt_name,artist:wikipedia,monument,model,model:wikidata,vehicle:type,name:etymology:wikidata,location,source,covered,lit,subject:en,level,colour,type,religion,year_of_construction,short_name,short_name:en,short_name:hy,openplaques:id,historic:civilization,ruins,surface,backrest,seats,memorial:subject,subject:wikipedia:ru,outdoor_seating,description:ru,ele,archaeological_site,image,support,inscription:en,building,building:levels,int_name,area,loc_name,highway,name:etymology,building:colour,building:material,roof:shape,denomination,instagram,roof:levels,building:levels:underground,attraction,alt_name:hy,alt_name:ru,bridge:structure,old_name,old_name:en,old_name:hy,old_name:ru,building:facade:colour,building:facade:material,fence,fence_type,contact:tiktok,toilets:wheelchair,tomb,historic:period,area:highway,architect:wikidata,artist:wikidata,name:ku,artist_name:fr,name:es,payment:cash,payment:credit_cards,wikipedia:de,artwork_subject,addr:floor,description:en,sculpture_type,nat_name,panoramax,name:prg,barrier,railing,handrail,incline,ramp,step_count,smoothness,tunnel,orig_geom_type,orig_geom_wkt,feature_id,dist_to_g_m,lon,lat,geometry_wkt
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (461317.882098 4451020.276788),152,4450.859747968587,44.5454479,40.20869929999999,POINT (44.545448 40.208699)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (461638.191659 4451231.95841),153,4818.744633300528,44.5491991,40.21062109999998,POINT (44.549199 40.210621)
,,,,,,,,Արա Սարգսյանի և Հակոբ Կոջոյանի տուն-թանգարան,,Ara Sargsyan's & Hakob Kojoyan's museum,,,Արա Սարգսյանի և Հակոբ Կոջոյանի տուն-թանգարան,,Музей А. Саркисяна и А. Коджояна,,,museum,Q13052114,,,,,,,,,,,,,,,,,,Երևան,AM,,70,0002,Պուշկինի փողոց,,,,,Tu-Su 11:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458173.561691 4448517.867108),154,1001.6194573871674,44.5086631,40.1860037,POINT (44.508663 40.186004)
memorial,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459376.549078 4448232.291224),155,1094.5105495319494,44.5228122,40.183490000000006,POINT (44.522812 40.18349)
,,,,,,,,Հովսեփ Մարգարյանի տուն-թանգարան,,Hovsep Margaryan house-museum,,,,,,,,museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+37477444455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (457613.699518 4451342.927487),156,3874.337946081734,44.5019004,40.21142700000001,POINT (44.5019 40.211427)
,statue,,,,statue,,,Վիկտոր Համբարձումյան,,Victor Ambartsumyan,,,Վիկտոր Համբարձումյան,,Виктор Амбарцумян,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459582.144884 4448941.918057),157,1743.465672632228,44.52518260000001,40.189893100000006,POINT (44.525183 40.189893)
memorial,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,yes,,,,,,,,,no,,,,,,,,,,,,,,yes,,Հենրին,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (454817.304114 4450061.751706),158,4448.177714601011,44.4691301,40.19973869999999,POINT (44.46913 40.199739)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (463341.774867 4447773.10734),159,4842.424073080568,44.569415,40.1795357,POINT (44.569415 40.179536)
memorial,statue,,,,,,,Մեսրոպ Մաշտոց,,Mesrop Mashtots,,,Մեսրոպ Մաշտոց,,Месроп Маштоц,,,,Q1922523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Large statue of a seated Mesrop Mashtots with his disciple Koryun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459207.737748 4449166.125014),160,1742.5997276422536,44.5207701,40.191894899999994,POINT (44.52077 40.191895)
,,,,,,,,Մեր բակը ֆիլմ,,"Filming location for the movie ""Our Yard""",,,,,Место съемки фильма «Наш двор»,,,attraction,,,,,,,,,,,,,,,,,,,Երևան,AM,,6,,Ալեքսանդր Սպենդիարյանի փողոց,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yerevan,Aleksandr Spendiarian street,"""Our Yard""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458448.101634 4448615.751459),161,1045.06501552598,44.5118817,40.186899200000006,POINT (44.511882 40.186899)
,,,,,,,,Գիտության և տեխնոլոգիայի թանգարան,,Museum of Science and Technology,,,Գիտության և տեխնոլոգիայի թանգարան,,Музей науки и техники,,,museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (464333.673457 4450090.483559),162,6350.797877206656,44.580937,40.2004563,POINT (44.580937 40.200456)
memorial,bust,,,,,,,,,,,,Անտոն Երվանդի Քոչինյան,,А. Е. Кочиняну,,,,,hy:Անտոն Քոչինյանի կիսանդրի (Երևան),,,,,,,,,,,,Q3618853,,,,,,,,,,,,,,,,,,Антон Ервандович Кочинян,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458361.797024 4447855.292099),163,316.62517030913403,44.5109171,40.18004379999999,POINT (44.510917 40.180044)
memorial,bust,Համլետ Սիրակի Մատինյան,,Гамлет Сиракович Матинян,,,,Կարեն Դեմիրճյան,,,,,Կարեն Դեմիրճյան,,К.С. Демирчяну,,2003,,,hy:Կարեն Դեմիրճյանի կիսանդրի (Երևան),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Карен Серобович Демирчян,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Համլետ Մատինյան,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (463381.916293 4449962.006642),164,5432.320993676142,44.5697619,40.1992578,POINT (44.569762 40.199258)
memorial,bust,,,,,,,ԱՐԹՈՒՐ ԿԱՐԱՊԵՏՅԱՆ,,Artur Karapetyan,,,ԱՐԹՈՒՐ ԿԱՐԱՊԵՏՅԱՆ,,Артур Карапетян,,,,,,,,,,,,,,,,,,,2022-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (456234.213803 4443978.167726),165,4250.472775920344,44.4861908,40.145005799999986,POINT (44.486191 40.145006)
memorial,bust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459001.730186 4447219.530448),166,610.3742805031601,44.518474,40.17434759999998,POINT (44.518474 40.174348)
memorial,bust,,,,,,,,,,,,,,,,2002,,,hy:Լեոնիդ Ազգալդյանի կիսանդրի (Երևան),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Լեոնիդ Ազգալդյան
Անկախության
Բանակի
Ազատագրական
Բանակի
Հերոս
Հրամանատար",,,,,,,,,,,,,,,Leonid Azgaldyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (457958.038975 4447783.613164),167,585.0346659755047,44.5061794,40.1793779,POINT (44.506179 40.179378)
memorial,bust,Արա Հարությունյան,,,,,,Գաբրիել Սունդուկյան,,,,,Գաբրիել Սունդուկյան,,Г. М. Сундукяну,,1972,,,hy:Գաբրիել Սունդուկյանի հուշարձան (Երևան),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Габриэ́л Мкрти́чевич (Гаврил Никитич) Сундукя́н,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458111.238563 4447173.540738),168,559.2685152023378,44.5080185,40.17388929999999,POINT (44.508018 40.173889)
memorial,bust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458214.830186 4447175.642645),169,490.47592099753916,44.509235,40.1739134,POINT (44.509235 40.173913)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458660.650712 4446241.945658),170,1339.4594181777582,44.5145309,40.1655236,POINT (44.514531 40.165524)
monument,,,,,,,,Ավետիք Իսահակյանի հուշարձան,,Avetik Isahakyan monument,,,,,Памятник Аветику Исаакяну,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (464188.110747 4451887.9176),171,7137.250025852006,44.5791266,40.216643600000005,POINT (44.579127 40.216644)
monument,,,,,,,,Դանիել Վարուժանի հուշարձան,,Daniel Varoujan monument,,,,,Памятник Даниэлу Варужану,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (463936.622445 4451843.394761),172,6911.009452148549,44.5761736,40.216231699999994,POINT (44.576174 40.216232)
memorial,war_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,khachkar,,,,,,,,,,,,,,,"Конфликт тегов. С одной стороны это хачкар, поэтому должен быть memorial=stele, но при этом он и memorial=war_memorial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458994.727651 4446564.017521),173,1121.4401643669917,44.5184335,40.16844159999999,POINT (44.518434 40.168442)
memorial,bust,,,,,,,Նար-Դոս,,,,,Նար-Դոս,,Нар-Дос,,,,,,,,,,,,,,,,,Q2074353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Նար-Դոս 1867-1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458963.619184 4446555.761541),174,1115.6831968444412,44.5180687,40.16836570000001,POINT (44.518069 40.168366)
monument,,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,no,,,,,,,,,,,,,,,,Կարո; Ընդ ԱԾ Մեջ (Arevahach) վատն արցախի փրկութեան (Tatik-Papik); Some artillery equipment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458536.441266 4445997.95395),175,1574.5471787300053,44.513088,40.16331929999999,POINT (44.513088 40.163319)
memorial,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458894.014575 4446746.755385),176,913.1112467186672,44.5172391,40.17008299999999,POINT (44.517239 40.170083)
memorial,stele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,khachkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459326.98564 4446561.069073),177,1303.9903906763552,44.5223356,40.16843119999999,POINT (44.522336 40.168431)
,,,,,,,,Ալեքսանդր Թամանյանի անվան ճարտարապետության ազգային թանգարան-ինստիտուտ,,National Museum-Institute of Architecture after Alexander Tamanyan,موزه ملی-موسسه معماری الکساندر تامانیان,,Ալեքսանդր Թամանյանի անվան ճարտարապետության ազգային թանգարան-ինստիտուտ,,Национальный музей-институт архитектуры Александра Таманяна,,,museum,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,Tu-Su 10:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+374 10 52-46-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458803.62216 4447628.85622),178,305.40931873925376,44.5161211,40.17802559999999,POINT (44.516121 40.178026)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459423.837328 4447873.159923),179,968.2886455637342,44.5233903,40.18025679999999,POINT (44.52339 40.180257)
memorial,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (457647.543352 4445678.865556),180,2077.799794741651,44.5026709,40.1604002,POINT (44.502671 40.1604)
memorial,stele,,,,,,,,,,,,,,,,,,,,tuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,khachkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459030.685147 4447913.496717),181,628.0236490925444,44.5187699,40.1806011,POINT (44.51877 40.180601)
memorial,stele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,khachkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459637.106667 4451281.393083),182,3878.5882132301344,44.5256814,40.21097249999999,POINT (44.525681 40.210972)
memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459638.18237 4450422.051831),183,3067.467140669972,44.525748,40.20323059999999,POINT (44.525748 40.203231)
memorial,stele,,,,,,,Հակոբ Պարոնյան,,Hakob Paronyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459544.949957 4450456.271736),184,3066.3805985384934,44.5246504,40.2035344,POINT (44.52465 40.203534)
memorial,stele,,,,,,,,,,,,,,,,,,,,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,khachkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459584.432584 4450445.271389),185,3069.715613719252,44.525115,40.203437199999996,POINT (44.525115 40.203437)
memorial,,,,,,,,,,Hovik Khachatryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459809.685934 4450606.082152),186,3303.144862506544,44.5277516,40.2048968,POINT (44.527752 40.204897)
memorial,bust,,,,,,,Խաչիկ Դաշտենց,,Khachik Dashtents,,,Խաչիկ Դաշտենց,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459165.851222 4447726.278414),187,680.0244757850794,44.5203694,40.17892100000001,POINT (44.520369 40.178921)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458610.528655 4445975.981437),188,1599.7583359828611,44.5139594,40.163125,POINT (44.513959 40.163125)
,,,,,,,,Հայաստանի բնության պետական թանգարան,,State Museum of Nature of Armenia,موزه دولتی طبیعت ارمنستان,,,,Государственный музей природы Армении,,,museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tu-Fr 10:30-16:30; Sa, Su 10:30-16:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458504.254053 4446256.177207),189,1315.9799653893463,44.5126934,40.1656441,POINT (44.512693 40.165644)
memorial,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,Վաղան (Arevahach),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458062.034337 4447804.735644),190,499.00329010803017,44.507399500000005,40.17957340000001,POINT (44.5074 40.179573)
memorial,statue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (455738.662636 4450742.868994),191,4206.882763928336,44.4799082,40.2059241,POINT (44.479908 40.205924)
monument,,,,,,,,Մխիթար Հերացու Անվան Հուշարձան,,Mkhitar Heratsi monument,,,Մխիթար Հերացու Անվան Հուշարձան,,памятник Мхитара Гераци,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459930.417693 4449052.348726),192,2055.9666038535756,44.529267,40.1909047,POINT (44.529267 40.190905)
memorial,stele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,khachkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (457310.772561 4448488.381206),193,1504.0340125060354,44.4985302,40.18569459999999,POINT (44.49853 40.185695)
memorial,statue,,,,,,,,,,,,,,,,,,,,,,,,,,"File:2024-05-18 Memorial to border guards in Victory Park, Yerevan.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459739.650635 4449630.0957),194,2400.651074320287,44.5269898,40.1961006,POINT (44.52699 40.196101)
